style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Pierrot Action | Pierrot экшен,"стиль экшен студии Pierrot, эстетика боевых последовательностей One Piece, детализированные боевые искусства, яркие энергетические эффекты, выразительные дизайны персонажей, сериализованное повествование, традиционные японские анимационные техники","современный CGI рендеринг, западная мультяшная анимация, 3D эффекты, фотореалистичные текстуры, современная эстетика аниме, экспериментальные анимационные техники"
Sunrise Action | Sunrise экшен,"стиль экшен студии Sunrise, эстетика боевых последовательностей серии Gundam, детализированные бои меха, реалистичные сценки экшен, фокус на человеческой драме, качество визуального аниме 1980-х годов, традиционные анимационные техники","современный 3D рендеринг, западная мультяшная анимация, мультяшная комедия, яркие радостные цвета, простые дизайны персонажей, современная эстетика аниме"
Gainax Action | Gainax экшен,"стиль экшен студии Gainax, эстетика битв ангелов Neon Genesis Evangelion, детализированные бои меха, психологическое напряжение, драматические световые контрасты, сложные исследования персонажей, качество визуального аниме 1990-х годов","традиционный стиль аниме, западная мультяшная анимация, яркие радостные цвета, простые дизайны персонажей, анимация сфокусированная на комедии, мейнстримный визуальный подход"
CoMix Wave Films Action | CoMix Wave экшен,"стиль экшен студии CoMix Wave Films, эстетика приключенческих последовательностей Children Who Chase Lost Voices, фотореалистичные фоны, детализированная хореография экшен, эмоциональное повествование, яркая цветокоррекция, кинематографическая композиция","только ручная 2D анимация, западная мультяшная анимация, техника ограниченной анимации, традиционные фоны, плоские цвета, простые дизайны персонажей"
White Fox Action | White Fox экшен,"стиль экшен студии White Fox, эстетика интенсивных моментов Re:Zero, детализированные магические эффекты, динамичные сценки экшен, современные дизайны персонажей, яркие энергетические эффекты, современное качество аниме","классический стиль аниме 1980-х годов, западная мультяшная анимация, ограниченная анимация, традиционные фоны, ручная покраска целлулоидов, фокус на романтике"
David Production Action | David Production экшен,"стиль экшен студии David Production, эстетика боевых последовательностей JoJo's Bizarre Adventure, уникальные ар-деко влияния, преувеличенные позы персонажей, яркие цветовые блоки, драматические переходы панелей, стилизованный бой","традиционный стиль аниме, западная мультяшная анимация, реалистичные пропорции, детализированные фоны, качество анимации Disney, конвенциональный визуальный подход"
Tatsunoko Production Action | Tatsunoko Productions экшен,"стиль экшен студии Tatsunoko Production, эстетика боевых последовательностей Gatchaman, качество визуального аниме 1970-х годов, детализированная хореография экшен, анимация на целлулоиде, яркая цветовая палитра, традиционные японские анимационные техники","современный CGI рендеринг, западная мультяшная анимация, 3D эффекты, фотореалистичные текстуры, современная эстетика аниме, экспериментальные анимационные техники"
Bones Fantasy | Bones фэнтези,"стиль фэнтези студии Bones, эстетика Fullmetal Alchemist Brotherhood, детализированные алхимические эффекты, реалистичные пропорции человека, сложная нарративная структура, техники кинематографического освещения","стиль мультяшной комедии, западная мультяшная анимация, яркие радостные цвета, простые дизайны персонажей, традиционные фоны, ограниченная анимация"
MAPPA Fantasy | MAPPA фэнтези,"стиль фэнтези студии MAPPA, эстетика построения мира Jujutsu Kaisen, детализированная магия проклятий, темное атмосферное освещение, реалистичные пропорции человека, психологическое напряжение, взрослые темы","яркие радостные цвета, западная мультяшная анимация, мультяшная комедия, семейные темы, традиционные фоны, простые дизайны персонажей"
Kyoto Animation Fantasy | Киото фэнтези,"стиль фэнтези студии Kyoto Animation, эстетика сверхъестественных элементов Clannad, детализированные эмоциональные выражения, мягкая цветовая палитра, мягкое повествование, красивое фоновое искусство","сцены сфокусированные на экшене, западная мультяшная анимация, темные взрослые темы, 3D рендеринг, сложные фоны, драматические световые эффекты"
Ufotable Fantasy | Ufotable фэнтези,"стиль фэнтези студии Ufotable, эстетика магии серии Fate, детализированные магические эффекты, яркие анимации частиц, драматические световые контрасты, кинематографическая композиция, театральное качество","техника ограниченной анимации, западная мультяшная анимация, только ручная 2D анимация, традиционные фоны, плоские цвета, простые дизайны персонажей"
