style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Technical Wiring Diagram | Техническая схема подключения,"technical wiring diagram illustration style, electrical circuit precision, component labeling system, connection line accuracy, engineering schematic aesthetic, clean line weights variation, instructional manual clarity","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, decorative elements, hand-drawn sketch aesthetic"
Graphite Figure Study | Графитная фигура исследование,"graphite figure study drawing, anatomical accuracy precision, gesture capture focus, tonal value gradation mastery, paper texture integration, classical atelier technique, life drawing session aesthetic","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, casual sketch quality, bright cheerful colors"
Charcoal City Night | Угольный город ночь,"charcoal city night drawing, urban darkness atmosphere, dramatic streetlight effects, window highlight technique with eraser, building silhouette precision, textured paper grain integration, moody metropolitan scene","bright cheerful colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, daytime scene, photorealistic rendering"
Dip Pen Ornamental | Перо орнаментальный,"dip pen ornamental illustration style, intricate pattern work, Art Nouveau influence, flowing organic lines, cross-hatching shading technique, decorative border composition, vintage illustration aesthetic","digital art, anime style, cartoon proportions, color fills, smooth gradients, modern minimalism, contemporary themes, 3D effects, clean vector design"
Brush Ink Landscape Detail | Кисть пейзаж детали,"brush ink landscape detail study, mountain texture rendering, water flow indication, minimal stroke precision, ink gradation mastery, rice paper absorption effects, atmospheric perspective technique","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, detailed foreground elements, smooth gradients, Western perspective"
Ballpoint Pen Observational | Шариковая наблюдательная,"ballpoint pen observational drawing style, quick sketch technique, everyday subject focus, notebook margin aesthetic, spontaneous capture, accessible medium precision, personal sketchbook quality","digital art, anime style, cartoon proportions, color fills, smooth gradients, professional tools, vector lines, planned composition, studio lighting"
Mechanical Pencil Precision | Механический точность,"mechanical pencil precision drawing style, fine line accuracy, measurement exactness, technical detail focus, gridded paper background, engineering schematic aesthetic, clean construction lines","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, loose sketchy lines, organic forms"
Conte Portrait Emotion | Контэ портрет эмоция,"Conte crayon portrait emotion study, expressive face capture, psychological depth indication, warm-cool value separation, textured paper integration, dramatic lighting effects, classical atelier technique","photorealistic color rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, bright cheerful expression, minimal texture"
Technical Hydraulic Diagram | Техническая гидравлическая схема,"technical hydraulic diagram illustration style, fluid flow visualization, component labeling precision, pressure indication system, engineering schematic aesthetic, clean line weights variation, instructional manual clarity","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, decorative elements, hand-drawn sketch aesthetic"
Graphite Animal Detail | Графитный животное детали,"graphite animal detail study, fur texture precision, eye expression focus, anatomical accuracy, cast shadow rendering, paper tooth texture visible, wildlife observation aesthetic","photorealistic color rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, anthropomorphic features, bright vibrant colors"
Charcoal Interior Mood | Угольный интерьер настроение,"charcoal interior mood study, domestic atmosphere capture, dramatic lighting effects, furniture shadow definition, paper grain texture integration, window highlight technique, emotional space narrative","bright cheerful colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, daytime scene, photorealistic rendering"
Dip Pen Narrative Border | Перо нарративная рамка,"dip pen narrative border illustration style, storytelling frame composition, sequential panel integration, character expression details, cross-hatching shading technique, vintage comic book aesthetic, parchment texture","digital comic art, anime style, cartoon proportions, color fills, smooth gradients, modern digital coloring, 3D effects, casual sketch quality"
Brush Ink Mountain Study | Кисть гора исследование,"brush ink mountain study painting, traditional Asian composition, minimal stroke count, spiritual essence capture, ink gradation mastery, rice paper texture, philosophical emptiness exploration","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, detailed foreground elements, smooth gradients, Western perspective"
Ballpoint Pen Daily Sketch | Шариковая ежедневный скетч,"ballpoint pen daily sketch style, spontaneous observation drawing, quick gesture capture, notebook paper texture, accessible medium aesthetic, personal journal quality, everyday subject focus","digital art, anime style, cartoon proportions, color fills, smooth gradients, professional tools, vector lines, planned composition, studio lighting"
