style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Bruegel Крестьянские сцены | Крестьянские сцены Брейгеля,"стиль Питера Брейгеля Старшего крестьянские сцены, зимние пейзажи, иллюстрации пословиц, многолюдная деревенская жизнь, моральные уроки, земляная цветовая палитра, детали фламандского Ренессанса","современная городская обстановка, мультяшные персонажи, аниме стиль, яркие насыщенные цвета, индивидуальные портреты, цифровые эффекты, упрощенная композиция"
Rubens Движение | Движение Рубенса,"стиль Петера Пауля Рубенса движения, вихревые драпировки, динамичные позы, энергия барокко, мастерство телесных оттенков, мифологическая драма, техника совместной мастерской","статичные фигуры, мультяшные персонажи, глаза аниме, фотореалистичные детали, современный сюжет, минималистическая композиция, прохладная цветовая схема"
Van Eyck Детализация | Детализация Ван Эйка,"стиль Яна ван Эйка детализация, отражения в зеркале, символические объекты, техника масляных лессировок, реализм Северного Возрождения, скрытые значения, тщательные текстуры","свободная импрессионистская манера письма, мультяшные персонажи, аниме стиль, яркие плоские цвета, современная композиция, эмоциональное выражение, абстрактные формы"
Holbein Портрет | Портрет Гольбейна,"стиль Ганса Гольбейна портретная живопись, точность при дворе Тюдоров, психологическая глубина, богатые текстуры тканей, символические аксессуары, реализм Северного Ренессанса, анаморфное искажение","импрессионистское размытие, мультяшные лица, глаза аниме, современная драматическая подсветка, эмоциональное преувеличение, абстрактный фон, цифровой рендеринг"
Bosch Ад | Ад Босха,"стиль Иеронима Босха адские сцены, мучимые души, фантастические монстры, изображение морального наказания, детальная миниатюрная живопись, сюрреалистический пейзаж, кошмар Северного Возрождения","современный хоррор клише, мультяшные монстры, аниме стиль, яркое радостное настроение, реалистичная перспектива, современный сюжет, гладкий цифровой рендеринг"
Bruegel Времена года | Времена года Брейгеля,"стиль Питера Брейгеля серии времен года, циклы крестьянского труда, интеграция пейзажей, моральные аллегории, детальные сезонные изменения, наблюдение фламандского Ренессанса, земляная палитра","современный пейзаж, мультяшные времена года, персонажи аниме, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Мифология | Мифология Рубенса,"стиль Петера Пауля Рубенса мифология, классические боги и богини, динамичные композиции, мастерство телесных оттенков, барочная драма, мифологические нарративы, совместная техника мастерской","современная интерпретация, мультяшные боги, аниме стиль, фотореалистичные детали, минималистическая композиция, прохладная цветовая схема, статичные позы"
Van Eyck Сакральное | Сакральное Ван Эйка,"стиль Яна ван Эйка сакральное искусство, детали Гентского алтаря, религиозная символика, мастерство техники масла, благочестие Северного Возрождения, тщательная работа с золотой фольгой, скрытые теологические значения","современное религиозное искусство, мультяшные ангелы, аниме стиль, яркие плоские цвета, упрощенная символика, эмоциональное выражение, цифровой рендеринг"
Holbein Объекты | Объекты Гольбейна,"стиль Ганса Гольбейна символические объекты, детали при дворе Тюдоров, скрытые значения, богатые текстуры, точное наблюдение, символика Северного Ренессанса, техника анаморфного черепа","свободная манера письма, мультяшные символы, аниме стиль, современная интерпретация, яркие цвета, эмоциональное преувеличение, абстрактный фон"
Bruegel Пословицы | Пословицы Брейгеля,"стиль Питера Брейгеля иллюстрации пословиц, народная мудрость Нидерландов, многолюдные сцены с множеством поговорок, моральные уроки, детальная деревенская жизнь, нарратив фламандского Ренессанса","современные поговорки, мультяшные персонажи, аниме стиль, яркие цвета, индивидуальный фокус, простая композиция, цифровой рендеринг"
Rubens Аллегория | Аллегория Рубенса,"стиль Петера Пауля Рубенса аллегорический, персонифицированные концепции, барочное величие, динамичное движение, богатая цветовая символика, мифологические отсылки, совместное производство мастерской","современная аллегория, мультяшные персонификации, аниме стиль, фотореалистичные детали, минималистическая композиция, прохладные цвета, статичные позы"
Van Eyck Брак | Брак Ван Эйка,"стиль Яна ван Эйка брачные портреты, детали «Свадьбы Арнольфини», символические объекты, отражения в зеркале, бытовая жизнь Северного Возрождения, инновация техники масла, скрытые значения","современное свадебное фото, мультяшная пара, аниме стиль, яркие плоские цвета, простая композиция, эмоциональное выражение, цифровые эффекты"
Holbein Анаморфоз | Анаморфоз Гольбейна,"стиль Ганса Гольбейна анаморфная техника, искаженный череп в «Посланниках», точное овладение перспективой, оптическая иллюзия Северного Возрождения, символика при дворе Тюдоров, скрытые значения","современное оптическое искусство, мультяшное искажение, аниме стиль, яркие цвета, простая техника, цифровой рендеринг, абстрактные формы"
Bosch Рай | Рай Босха,"стиль Иеронима Босха райские сцены, детали «Сада земных наслаждений», фантастические существа, моральная невинность, воображение Северного Возрождения, детальная миниатюрная живопись, сюрреалистический пейзаж","современный утопический клише, мультяшный рай, персонажи аниме, яркие радостные цвета, реалистичная перспектива, современный сюжет, гладкий цифровой рендеринг"
Bruegel Дети | Дети Брейгеля,"стиль Питера Брейгеля детские игры, деревенские игровые сцены, изображено более 80 различных игр, моральное наблюдение, детство фламандского Ренессанса, детальные многолюдные сцены, земляная палитра","современная игровая площадка, мультяшные дети, аниме стиль, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Конные | Конные Рубенса,"стиль Петера Пауля Рубенса конные портреты, движение барокко, динамичные позы лошадей, аристократические всадники, богатые пейзажные фоны, драматическое перспективное укорочение, совместная техника мастерской","современное фото лошадей, мультяшные всадники, аниме стиль, фотореалистичные детали, минималистический фон, прохладная цветовая схема, статичная композиция"
Van Eyck Свет | Свет Ван Эйка,"стиль Яна ван Эйка мастерство света, техника масляных лессировок, сияющие оттенки кожи, реализм Северного Возрождения, эффекты света из окна, тщательное наблюдение, символическое освещение","современное освещение фотографии, мультяшное сияние, аниме стиль, яркие плоские цвета, драматические тени, цифровые эффекты, абстрактные формы"
Holbein Текстиль | Текстиль Гольбейна,"стиль Ганса Гольбейна детали тканей, точность одежды при дворе Тюдоров, богатые текстуры тканей, символические узоры, ремесло Северного Ренессанса, точное наблюдение, придворное изящество","современный дизайн тканей, мультяшные текстуры, аниме стиль, яркие насыщенные цвета, упрощенные узоры, цифровой рендеринг, абстрактные формы"
Bruegel Пейзажи | Пейзажи Брейгеля,"стиль Питера Брейгеля интеграция пейзажей, крестьянские фигуры в природе, сезонные изменения, наблюдение фламандского Ренессанса, детальное повествование об окружающей среде, земляная цветовая палитра","современная фотография пейзажей, мультяшная природа, персонажи аниме, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Плоть | Плоть Рубенса,"стиль Петера Пауля Рубенса мастерство телесных оттенков, чувственные фигуры, чувственность барокко, динамичное движение, мифологические сюжеты, инновация техники масла, совместная техника мастерской","современное тело искусство, мультяшные фигуры, аниме стиль, фотореалистичная текстура кожи, минималистическая композиция, прохладная цветовая схема, статичные позы"
Van Eyck Отражения | Отражения Ван Эйка,"стиль Яна ван Эйка отражения в зеркале, выпуклое зеркало портрета Арнольфини, символическое свидетельство, инновация Северного Возрождения, тщательные детали, скрытые значения, мастерство техники масла","современное селфи в зеркале, мультяшные отражения, аниме стиль, яркие плоские цвета, упрощенная символика, цифровые эффекты, абстрактные формы"
Holbein Смерть | Смерть Гольбейна,"стиль Ганса Гольбейна символика смерти, анаморфный череп в «Посланниках», философия memento mori Тюдоров, точное овладение перспективой, философия Северного Ренессанса, скрытые значения","современный клише смерти, мультяшный череп, аниме стиль, яркие радостные цвета, упрощенная символика, цифровой рендеринг, абстрактные формы"
Bosch Существа | Существа Босха,"стиль Иеронима Босха фантастические существа, гибридные человеко-животные формы, моральные аллегории, детальная миниатюрная живопись, сюрреалистическое воображение, кошмар Северного Возрождения, символическое наказание","современный фэнтезийный клише, мультяшные монстры, аниме стиль, яркие радостные цвета, реалистичные пропорции, современный сюжет, гладкий цифровой рендеринг"
Bruegel Зима | Зима Брейгеля,"стиль Питера Брейгеля зимние пейзажи, детали «Охотники на снегу», сцены на замерзшем пруду, крестьянская деятельность, наблюдение фламандского Ренессанса, земляная палитра с холодными тонами, сезонное повествование","современное фото зимы, мультяшные снеговики, персонажи аниме, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Драма | Драма Рубенса,"стиль Петера Пауля Рубенса драматическая композиция, театральность барокко, динамичное движение, эмоциональная интенсивность, мифологические нарративы, богатая цветовая палитра, совместная техника мастерской","современный драматический клише, мультяшные эмоции, аниме стиль, фотореалистичные детали, минималистический фон, прохладная цветовая схема, статичные позы"
Van Eyck Символы | Символы Ван Эйка,"стиль Яна ван Эйка символические элементы, скрытые значения в бытовых сценах, благочестие Северного Возрождения, тщательные детали, инновация техники масла, религиозная символика в светских настройках","современный символизм клише, мультяшные иконки, аниме стиль, яркие плоские цвета, упрощенные значения, цифровой рендеринг, абстрактные формы"
Holbein Двор | Двор Гольбейна,"стиль Ганса Гольбейна портреты при дворе Тюдоров, официальный живописец Генриха VIII, аристократическое изящество, психологическая глубина, богатые текстуры, представление власти Северного Ренессанса, точное наблюдение","современный политический портрет, мультяшная королевская семья, аниме стиль, яркие цвета, эмоциональное преувеличение, цифровые эффекты, абстрактный фон"
Bosch Музыка | Музыка Босха,"стиль Иеронима Босха музыкальные инструменты, детали «Сада земных наслаждений», фантастические инструменты звука, моральные аллегории, воображение Северного Возрождения, детальная миниатюрная живопись, сюрреалистическая гармония","современный музыкальный клише, мультяшные инструменты, персонажи аниме, яркие радостные цвета, реалистичная перспектива, современный сюжет, гладкий цифровой рендеринг"
Bruegel Урожай | Урожай Брейгеля,"стиль Питера Брейгеля сцены урожая, циклы крестьянского труда, сезонная сельскохозяйственная работа, наблюдение фламандского Ренессанса, моральные уроки, детальная интеграция пейзажей, земляная палитра","современное фото фермерства, мультяшные фермеры, аниме стиль, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Танец | Танец Рубенса,"стиль Петера Пауля Рубенса сцены танца, движение барокко, динамичные позы, мифологические вакханалии, струящиеся драпировки, мастерство телесных оттенков, совместное производство мастерской","современное фото танца, мультяшные танцоры, аниме стиль, фотореалистичные детали, минималистический фон, прохладная цветовая схема, статичные позы"
Van Eyck Окна | Окна Ван Эйка,"стиль Яна ван Эйка эффекты света из окон, освещение интерьеров Северного Возрождения, символический божественный свет, тщательное наблюдение, техника масляных лессировок, скрытые значения в отражениях стекла","современное фото окна, мультяшные лучи света, аниме стиль, яркие плоские цвета, драматические тени, цифровые эффекты, абстрактные формы"
Holbein Перспектива | Перспектива Гольбейна,"стиль Ганса Гольбейна анаморфная перспектива, искаженный череп в «Посланниках», точная математическая техника, оптическая иллюзия Северного Возрождения, символика при дворе Тюдоров, скрытые значения","современный клише перспективы, мультяшное искажение, аниме стиль, яркие цвета, простая техника, цифровой рендеринг, абстрактные формы"
Bosch Сады | Сады Босха,"стиль Иеронима Босха садовые сцены, детали «Сада земных наслаждений», фантастическая флора, моральные аллегории, воображение Северного Возрождения, детальная миниатюрная живопись, сюрреалистический рай","современное фото сада, мультяшные цветы, персонажи аниме, яркие радостные цвета, реалистичная перспектива, современный сюжет, гладкий цифровой рендеринг"
Bruegel Пиршества | Пиршества Брейгеля,"стиль Питера Брейгеля сцены пиршеств, крестьянские празднования, аллегории морального излишества, наблюдение фламандского Ренессанса, детальное изображение еды, многолюдные композиции, земляная палитра","современное фото вечеринки, мультяшное едение, аниме стиль, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Битва | Битва Рубенса,"стиль Петера Пауля Рубенса сцены битв, динамика барокко, героическое движение, драматическое перспективное укорочение, мифологические войны, богатая цветовая палитра, совместная техника мастерской","современное фото войны, мультяшные солдаты, аниме стиль, фотореалистичные детали, минималистический фон, прохладная цветовая схема, статичные позы"
Van Eyck Руки | Руки Ван Эйка,"стиль Яна ван Эйка мастерство деталей рук, символические жесты, реализм Северного Возрождения, тщательное наблюдение, инновация техники масла, психологическое выражение через руки","современное фото рук, мультяшные жесты, аниме стиль, яркие плоские цвета, упрощенная символика, цифровые эффекты, абстрактные формы"
Holbein Глаза | Глаза Гольбейна,"стиль Ганса Гольбейна детали глаз, психологическая глубина портретов при дворе Тюдоров, наблюдение Северного Ренессанса, точное изображение, символический взгляд, дворянский интеллект, скрытые эмоции","современный крупный план глаз, мультяшные глаза, аниме стиль, драматическое освещение, эмоциональное преувеличение, цифровые эффекты, абстрактный фон"
Bosch Птицы | Птицы Босха,"стиль Иеронима Босха существа-птицы, гибридные человеко-птичьи формы, моральные аллегории, детальная миниатюрная живопись, сюрреалистическое воображение, кошмар Северного Возрождения, символический полет","современное фото птиц, мультяшные птицы, персонажи аниме, яркие радостные цвета, реалистичная перспектива, современный сюжет, гладкий цифровой рендеринг"
Bruegel Снег | Снег Брейгеля,"стиль Питера Брейгеля снежные сцены, детали зимних пейзажей, замерзшая деятельность, наблюдение фламандского Ренессанса, сезонное повествование, земляная палитра с белыми акцентами, атмосферная перспектива","современное фото снега, мультяшные снежинки, персонажи аниме, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Ветер | Ветер Рубенса,"стиль Петера Пауля Рубенса эффекты ветра, движение барокко, струящиеся драпировки, динамичные позы, мифологические ветры, мастерство телесных оттенков, совместная техника мастерской","современное фото ветра, мультяшное движение, аниме стиль, фотореалистичные детали, минималистический фон, прохладная цветовая схема, статичные позы"
Van Eyck Вода | Вода Ван Эйка,"стиль Яна ван Эйка детали воды, символическая чистота, реализм Северного Возрождения, тщательное наблюдение, инновация техники масла, скрытые значения в отражениях, религиозная символика","современное фото воды, мультяшные рябь, аниме стиль, яркие плоские цвета, драматическое освещение, цифровые эффекты, абстрактные формы"
Holbein Книги | Книги Гольбейна,"стиль Ганса Гольбейна детали книг, символика учености при дворе Тюдоров, гуманизм Северного Ренессанса, точное наблюдение, богатые текстуры кожи, символическое знание, дворянское обучение","современное фото книг, мультяшные страницы, аниме стиль, яркие цвета, упрощенная символика, цифровой рендеринг, абстрактные формы"
Bosch Огонь | Огонь Босха,"стиль Иеронима Босха огненные сцены, адовы образы, моральное наказание, детальная миниатюрная живопись, сюрреалистические пламена, кошмар Северного Возрождения, символическое очищение","современное фото огня, мультяшные пламена, персонажи аниме, яркие радостные цвета, реалистичная перспектива, современный сюжет, гладкий цифровой рендеринг"
Bruegel Мосты | Мосты Брейгеля,"стиль Питера Брейгеля сцены с мостами, деревенские переправы, аллегории морального перехода, наблюдение фламандского Ренессанса, детальная архитектурная интеграция, повествование пейзажей, земляная палитра","современное фото моста, мультяшные переправы, аниме стиль, яркие насыщенные цвета, индивидуальный фокус, цифровые эффекты, упрощенная композиция"
Rubens Вода | Вода Рубенса,"стиль Петера Пауля Рубенса эффекты воды, динамика барокко, мифологические морские сцены, струящиеся формы, мастерство телесных оттенков, драматическое движение, совместная техника мастерской","современное фото воды, мультяшные волны, аниме стиль, фотореалистичные детали, минималистический фон, прохладная цветовая схема, статичные позы"
