style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Disney Raya | Дисней Райя,"стиль Disney Райя и последний дракон, эстетика культуры Юго-Восточной Азии, детализированные дизайны драконов, темы фэнтези приключения, эмоциональное повествование, современная CGI анимация, окружения водных королевств","аниме эстетика, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, пропорции резиновых шлангов"
Warner Bros Tweety Bird | Warner Bros Твити,"стиль Warner Bros Твити, анимация золотого века 1940-х годов, дизайн персонажа канарейки, соперничество с кошкой Сильвестром, комедия с побегом из клетки, качество короткометражки в театре, детализированная анимация перьев","современный CGI, аниме эстетика, стиль принцессы Disney, темные взрослые темы, минималистичный дизайн, качество телевизионного мультфильма"
Pixar Soul | Pixar Душа,"стиль Pixar Душа, эстетика джазовой музыки, окружения Нью-Йорка, абстрактные последовательности загробной жизни, эмоциональное повествование, детализированная анимация человеческих персонажей, философские темы","аниме стиль, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, анимация резиновых шлангов"
DreamWorks Trolls | DreamWorks Тролли,"стиль DreamWorks Троллей, эстетика цветных волос, темы музыкальной комедии, детализированные текстуры волос, яркие окружения, саундтрек поп-музыки, семейный юмор","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Blue Sky Spies | Blue Sky Шпионы,"стиль Blue Sky Шпионы в действии, эстетика комедии секретных агентов, дизайн персонажа голубя, темы высокотехнологичных гаджетов, детализированные городские окружения, семейный экшен, современная CGI анимация","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Aardman Arthur Christmas | Aardman Артур Рождество,"стиль Aardman Артур Рождество, стоп-моушн рождественская комедия, текстура глиняной анимации, влияние британского юмора, окружения мастерской Санты, темы семейной динамики, детализированные миниатюрные декорации","3D CGI анимация, аниме эстетика, американская мультяшная комедия, темные взрослые темы, минималистичный дизайн, супергеройские темы"
Laika Coraline Button Eyes | Laika Коралина пуговичные глаза,"стиль Laika Коралина пуговичные глаза, стоп-моушн готическая эстетика хоррора, детализированная анимация кукол, психологические темы, семейные страхи, жуткая атмосфера, элементы темной сказки","яркая радостная эстетика Disney, аниме эстетика, анимация резиновых шлангов, комедийные мультяшные персонажи, минималистичные фоны, традиционная анимация на целлулоиде"
Sony Mitchells | Sony Митчеллы,"стиль Sony Митчеллы против машин, эстетика семейного дорожного путешествия, темы апокалипсиса роботов, гибридные анимационные техники, эмоциональная динамика семьи, современная CGI анимация","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Illumination Sing 2 | Illumination Пою 2,"стиль Illumination Пою 2, эстетика театрального производства, дизайны персонажей животных, музыкальные выступления, красочные сценические окружения, семейный юмор, современная CGI анимация","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Disney Encanto | Дисней Энканто,"стиль Disney Энканто, эстетика колумбийской культуры, магические окружения дома, детализированные дизайны персонажей, темы семейной динамики, эмоциональное повествование, современная CGI анимация","аниме эстетика, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, пропорции резиновых шлангов"
Warner Bros Sylvester | Warner Bros Сильвестр,"стиль Warner Bros Сильвестра, анимация золотого века 1940-х годов, дизайн персонажа кошки, соперничество с канарейкой Твити, комедия постоянных неудач, качество короткометражки в театре, детализированная анимация шерсти","современный CGI, аниме эстетика, стиль принцессы Disney, темные взрослые темы, минималистичный дизайн, качество телевизионного мультфильма"
Pixar Luca | Pixar Лука,"стиль Pixar Лука, эстетика итальянской Ривьеры, персонажи-морские монстры, темы летней дружбы, детализированная анимация воды, эмоциональное повествование, современная CGI анимация","аниме стиль, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, анимация резиновых шлангов"
DreamWorks The Bad Guys | DreamWorks Плохиши,"стиль DreamWorks Плохиши, эстетика комедии ограблений, дизайны персонажей животных, темы пародии супергероев, детализированные городские окружения, семейный юмор, современная CGI анимация","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Blue Sky Nimh | Blue Sky Нимх,"стиль Blue Sky Тайна NIMH, эстетика анимационного приключения мыши, детализированные фермерские окружения, фэнтези элементы, семейная драма, эмоциональное повествование, качество ручной анимации","аниме стиль, эстетика принцессы Disney, темные взрослые темы, 3D рендеринг, минималистичный дизайн, традиционные фоны"
Aardman Morph | Aardman Морф,"стиль Aardman Морф, эстетика глиняных короткометражек, дизайн персонажа меняющего форму, влияние британского юмора, миниатюрные окружения, экспериментальные анимационные техники, текстура стоп-моушна","3D CGI анимация, аниме эстетика, американская мультяшная комедия, темные взрослые темы, минималистичный дизайн, супергеройские темы"
Laika ParaNorman Ghosts | Laika Паранорман призраки,"стиль Laika Паранорман призраки, стоп-моушн сверхъестественная комедия, детализированные дизайны зомби, окружения городка Новой Англии, семейный хоррор, психологические темы","яркая радостная эстетика Disney, аниме эстетика, анимация резиновых шлангов, комедийные мультяшные персонажи, минималистичные фоны, традиционная анимация на целлулоиде"
Sony Spider-Verse Gwen | Sony Спайдер-Вселенная Гвен,"стиль Sony Spider-Verse Гвен Стейси, техники водяной краски, переходы комиксных панелей, полутоновые узоры, жирные контуры, розовая и синяя цветовая палитра, темы взросления","традиционная анимация, аниме стиль, эстетика принцессы Disney, 3D фотореалистичный рендеринг, только ручной рисунок, классическая оркестровая музыка"
Illumination Despicable Me 2 | Illumination Гадкий я 2,"стиль Illumination Гадкий я 2, эстетика искупления суперзлодея, дизайны персонажей Миньонов, темы семейной комедии, детализированные городские окружения, современная CGI анимация, комедийный тайминг","аниме эстетика, стиль принцессы Disney, темные взрослые темы, традиционная ручная анимация, серьезный драматический тон, минималистичные фоны"
