style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Bruegel Landscapes | Пейзажи Брейгеля,"Pieter Bruegel landscape integration, peasant figures within nature, seasonal changes, Flemish Renaissance observation, detailed environmental storytelling, earthy color palette","modern landscape photography, cartoon nature, anime characters, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Flesh | Плоть Рубенса,"Peter Paul Rubens flesh tones mastery, voluptuous figures, Baroque sensuality, dynamic movement, mythological subjects, oil technique innovation, workshop collaboration","modern body art, cartoon figures, anime style, photorealistic skin texture, minimalist composition, cool color scheme, static poses"
Van Eyck Reflections | Отражения Ван Эйка,"Jan van Eyck mirror reflections, Arnolfini Portrait convex mirror, symbolic witnessing, Northern Renaissance innovation, meticulous detail, hidden meanings, oil technique mastery","modern mirror selfie, cartoon reflections, anime style, bright flat colors, simplified symbolism, digital effects, abstract forms"
Holbein Death | Смерть Гольбейна,"Hans Holbein death symbolism, anamorphic skull in The Ambassadors, Tudor memento mori, precise perspective mastery, Northern Renaissance philosophy, hidden meanings","modern death cliché, cartoon skull, anime style, bright cheerful colors, simplified symbolism, digital rendering, abstract forms"
Bosch Creatures | Существа Босха,"Hieronymus Bosch fantastical creatures, hybrid human-animal forms, moral allegories, detailed miniature painting, surreal imagination, Northern Renaissance nightmare, symbolic punishment","modern fantasy cliché, cartoon monsters, anime style, bright cheerful colors, realistic proportions, contemporary subject matter, smooth digital rendering"
Bruegel Winter | Зима Брейгеля,"Pieter Bruegel winter landscapes, Hunters in the Snow detail, frozen pond scenes, peasant activities, Flemish Renaissance observation, earthy palette with cold tones, seasonal storytelling","modern winter photo, cartoon snowmen, anime characters, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Drama | Драма Рубенса,"Peter Paul Rubens dramatic composition, Baroque theatricality, dynamic movement, emotional intensity, mythological narratives, rich color palette, collaborative workshop technique","modern drama cliché, cartoon emotions, anime style, photorealistic details, minimalist background, cool color scheme, static poses"
Van Eyck Symbols | Символы Ван Эйка,"Jan van Eyck symbolic elements, hidden meanings in domestic scenes, Northern Renaissance piety, meticulous detail, oil technique innovation, religious symbolism in secular settings","modern symbolism cliché, cartoon icons, anime style, bright flat colors, simplified meanings, digital rendering, abstract forms"
Holbein Court | Двор Гольбейна,"Hans Holbein Tudor court portraiture, Henry VIII official painter, aristocratic elegance, psychological depth, rich textures, Northern Renaissance power representation, precise observation","modern political portrait, cartoon royalty, anime style, bright colors, emotional exaggeration, digital effects, abstract background"
Bosch Music | Музыка Босха,"Hieronymus Bosch musical instruments, Garden of Earthly Delights detail, fantastical sound makers, moral allegories, Northern Renaissance imagination, detailed miniature painting, surreal harmony","modern music cliché, cartoon instruments, anime characters, bright cheerful colors, realistic perspective, contemporary subject matter, smooth digital rendering"
Bruegel Harvest | Урожай Брейгеля,"Pieter Bruegel harvest scenes, peasant labor cycles, seasonal agricultural work, Flemish Renaissance observation, moral lessons, detailed landscape integration, earthy palette","modern farming photo, cartoon farmers, anime style, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Dance | Танец Рубенса,"Peter Paul Rubens dance scenes, Baroque movement, dynamic poses, mythological bacchanals, flowing drapery, flesh tones mastery, collaborative workshop production","modern dance photo, cartoon dancers, anime style, photorealistic details, minimalist background, cool color scheme, static poses"
Van Eyck Windows | Окна Ван Эйка,"Jan van Eyck window light effects, Northern Renaissance interior illumination, symbolic divine light, meticulous observation, oil glazing technique, hidden meanings in glass reflections","modern window photo, cartoon light rays, anime style, bright flat colors, dramatic shadows, digital effects, abstract forms"
Holbein Perspective | Перспектива Гольбейна,"Hans Holbein anamorphic perspective, The Ambassadors distorted skull, precise mathematical technique, Northern Renaissance optical illusion, Tudor court symbolism, hidden meanings","modern perspective cliché, cartoon distortion, anime style, bright colors, simple technique, digital rendering, abstract forms"
Bosch Gardens | Сады Босха,"Hieronymus Bosch garden scenes, Garden of Earthly Delights detail, fantastical flora, moral allegories, Northern Renaissance imagination, detailed miniature painting, surreal paradise","modern garden photo, cartoon flowers, anime characters, bright cheerful colors, realistic perspective, contemporary subject matter, smooth digital rendering"
Bruegel Feasts | Пиршества Брейгеля,"Pieter Bruegel feast scenes, peasant celebrations, moral excess allegories, Flemish Renaissance observation, detailed food depiction, crowded compositions, earthy palette","modern party photo, cartoon eating, anime style, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Battle | Битва Рубенса,"Peter Paul Rubens battle scenes, Baroque dynamism, heroic movement, dramatic foreshortening, mythological warfare, rich color palette, collaborative workshop technique","modern war photo, cartoon soldiers, anime style, photorealistic details, minimalist background, cool color scheme, static poses"
Van Eyck Hands | Руки Ван Эйка,"Jan van Eyck hand detail mastery, symbolic gestures, Northern Renaissance realism, meticulous observation, oil technique innovation, psychological expression through hands","modern hand photo, cartoon gestures, anime style, bright flat colors, simplified symbolism, digital effects, abstract forms"
Holbein Eyes | Глаза Гольбейна,"Hans Holbein eye detail, Tudor portraiture psychological depth, Northern Renaissance observation, precise rendering, symbolic gaze, courtly intelligence, hidden emotions","modern eye closeup, cartoon eyes, anime style, dramatic lighting, emotional exaggeration, digital effects, abstract background"
Bosch Birds | Птицы Босха,"Hieronymus Bosch bird creatures, hybrid human-bird forms, moral allegories, detailed miniature painting, surreal imagination, Northern Renaissance nightmare, symbolic flight","modern bird photo, cartoon birds, anime characters, bright cheerful colors, realistic perspective, contemporary subject matter, smooth digital rendering"
Bruegel Snow | Снег Брейгеля,"Pieter Bruegel snow scenes, winter landscape detail, frozen activities, Flemish Renaissance observation, seasonal storytelling, earthy palette with white accents, atmospheric perspective","modern snow photo, cartoon snowflakes, anime characters, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Wind | Ветер Рубенса,"Peter Paul Rubens wind effects, Baroque movement, flowing drapery, dynamic poses, mythological winds, flesh tones mastery, collaborative workshop technique","modern wind photo, cartoon movement, anime style, photorealistic details, minimalist background, cool color scheme, static poses"
Van Eyck Water | Вода Ван Эйка,"Jan van Eyck water detail, symbolic purity, Northern Renaissance realism, meticulous observation, oil technique innovation, hidden meanings in reflections, religious symbolism","modern water photo, cartoon ripples, anime style, bright flat colors, dramatic lighting, digital effects, abstract forms"
Holbein Books | Книги Гольбейна,"Hans Holbein book detail, Tudor scholarship symbolism, Northern Renaissance humanism, precise observation, rich leather textures, symbolic knowledge, courtly learning","modern book photo, cartoon pages, anime style, bright colors, simplified symbolism, digital rendering, abstract forms"
Bosch Fire | Огонь Босха,"Hieronymus Bosch fire scenes, hell imagery, moral punishment, detailed miniature painting, surreal flames, Northern Renaissance nightmare, symbolic purification","modern fire photo, cartoon flames, anime characters, bright cheerful colors, realistic perspective, contemporary subject matter, smooth digital rendering"
Bruegel Bridges | Мосты Брейгеля,"Pieter Bruegel bridge scenes, village crossings, moral passage allegories, Flemish Renaissance observation, detailed architectural integration, landscape storytelling, earthy palette","modern bridge photo, cartoon crossings, anime style, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Water | Вода Рубенса,"Peter Paul Rubens water effects, Baroque dynamism, mythological sea scenes, flowing forms, flesh tones mastery, dramatic movement, collaborative workshop technique","modern water photo, cartoon waves, anime style, photorealistic details, minimalist background, cool color scheme, static poses"
